Prey,Predator,PreyMass,PredatorMass
fish fry,nanoflagellates ,0.016,3.49e-12
Bosmina longirostris,Cryptomonas erosa,1.55e-06,4.75e-11
Cryptomonas erosa,Mallomonas sp.,4.75e-11,5.65e-09
Kelicottia longispina,Mallomonas sp.,2e-08,5.65e-09
Daphnia catawba,Kelicottia longispina,1e-05,2e-08
Cryptomonas erosa,Peridinium inconspicuum,4.75e-11,5.6e-08
Kelicottia longispina,Peridinium inconspicuum,2e-08,5.6e-08
Daphnia catawba,Tropocyclops prasinus,1e-05,6.85e-06
Mallomonas sp.,Tropocyclops prasinus,5.65e-09,6.85e-06
Salvelinus fontinalis,Tropocyclops prasinus,532,6.85e-06
Kelicottia longispina,copepod nauplii,2e-08,0.001812356
Ankistrodesmus falcatus,fish fry,2.57e-11,0.016
