Prey,Predator,PreyMass,PredatorMass
Cryptomonas ovata,nanoflagellates ,4.75e-11,3.49e-12
Mesocyclops edax,nanoflagellates ,1e-05,3.49e-12
Cryptomonas ovata,Gomphonema sp.,4.75e-11,1.3e-11
Cryptomonas ovata,Navicula sp.,4.75e-11,9.01e-10
Diaptomus minutus,Navicula sp.,1.44e-05,9.01e-10
Cryptomonas erosa,Dinobryon divergens,4.75e-11,1.36e-09
Cryptomonas ovata,Mallomonas sp.,4.75e-11,5.65e-09
Diaptomus sicilis,Mallomonas sp.,5.79e-06,5.65e-09
Gomphonema sp.,Mesocyclops edax,1.3e-11,1e-05
Dinobryon divergens,fish fry,1.36e-09,0.016
Oocyctis sp.,fish fry,8.61e-08,0.016
