Prey,Predator,PreyMass,PredatorMass
benthic detritus,Keratella taurocephala,-999,1e-08
benthic detritus,Polyarthra remata,-999,1.99e-07
benthic detritus,Gastropus stylifer,-999,8.55e-07
benthic detritus,Polyarthra major,-999,8.55e-07
benthic detritus,Ceriodaphnia quadrangula,-999,5.85e-06
Ceriodaphnia quadrangula,Tropocyclops prasinus,5.85e-06,6.85e-06
Diaptomus minutus,Tropocyclops prasinus,1.44e-05,6.85e-06
Gastropus stylifer,Tropocyclops prasinus,8.55e-07,6.85e-06
Polyarthra major,Tropocyclops prasinus,8.55e-07,6.85e-06
Polyarthra remata,Tropocyclops prasinus,1.99e-07,6.85e-06
benthic detritus,Daphnia ambigua,-999,1e-05
Aphanothece sp.,Diaptomus minutus,1.51e-10,1.44e-05
Cosmarium sp.,Diaptomus minutus,3.49e-10,1.44e-05
Dinobryon sp.,Diaptomus minutus,1.36e-09,1.44e-05
Mallomonas sp.,Diaptomus minutus,5.65e-09,1.44e-05
Oocyctis sp.,Diaptomus minutus,8.61e-08,1.44e-05
Sphaerocystis schroeteri,Diaptomus minutus,1.11e-09,1.44e-05
Tetraedron minimum,Diaptomus minutus,7.02e-10,1.44e-05
Aphanothece sp.,Holopedium gibberum,1.51e-10,6.82e-05
Cosmarium sp.,Holopedium gibberum,3.49e-10,6.82e-05
Dinobryon sp.,Holopedium gibberum,1.36e-09,6.82e-05
Mallomonas sp.,Holopedium gibberum,5.65e-09,6.82e-05
Oocyctis sp.,Holopedium gibberum,8.61e-08,6.82e-05
Sphaerocystis schroeteri,Holopedium gibberum,1.11e-09,6.82e-05
Tetraedron minimum,Holopedium gibberum,7.02e-10,6.82e-05
benthic detritus,copepod nauplii,-999,0.001812356
Daphnia ambigua,fish fry,1e-05,0.016
Keratella taurocephala,fish fry,1e-08,0.016
benthic detritus,fish fry,-999,0.016
copepod nauplii,fish fry,0.001812356,0.016
Ceriodaphnia quadrangula,Chrosomus eos,5.85e-06,1.9
Gastropus stylifer,Chrosomus eos,8.55e-07,1.9
Holopedium gibberum,Chrosomus eos,6.82e-05,1.9
Polyarthra remata,Chrosomus eos,1.99e-07,1.9
Daphnia ambigua,Lepomis gibbosus,1e-05,2
benthic detritus,Lepomis gibbosus,-999,2
copepod nauplii,Lepomis gibbosus,0.001812356,2
Bosmina longirostris,Notemigonus crysoleucas,1.55e-06,8
Ceriodaphnia quadrangula,Notemigonus crysoleucas,5.85e-06,8
Daphnia ambigua,Notemigonus crysoleucas,1e-05,8
Diaphanosoma birgei,Notemigonus crysoleucas,4.01e-05,8
Diaptomus minutus,Notemigonus crysoleucas,1.44e-05,8
Gastropus stylifer,Notemigonus crysoleucas,8.55e-07,8
Holopedium gibberum,Notemigonus crysoleucas,6.82e-05,8
Keratella taurocephala,Notemigonus crysoleucas,1e-08,8
Mesocyclops edax,Notemigonus crysoleucas,1e-05,8
Polyarthra remata,Notemigonus crysoleucas,1.99e-07,8
Tropocyclops prasinus,Notemigonus crysoleucas,6.85e-06,8
copepod nauplii,Notemigonus crysoleucas,0.001812356,8
Tropocyclops prasinus,Semotilus atromaculatus,6.85e-06,11
benthic detritus,Ictalurus nebulosus,-999,29
benthic detritus,Catostomus commersoni,-999,97
Catostomus commersoni,Salvelinus fontinalis,97,300
Chrosomus eos,Salvelinus fontinalis,1.9,300
Ictalurus nebulosus,Salvelinus fontinalis,29,300
Lepomis gibbosus,Salvelinus fontinalis,2,300
Notemigonus crysoleucas,Salvelinus fontinalis,8,300
fish fry,Salvelinus fontinalis,0.016,300
