Prey,Predator,PreyMass,PredatorMass
Acanthocyclops vernalis,Procladius sagittalis,0.0022,0.0441
Chironomus dorsalis,Procladius sagittalis,0.1472,0.0441
Glyptotendipes pallens,Procladius sagittalis,0.0773,0.0441
Lumbriculus variegatus,Polycelis tenuis,1.6127,0.0506
Agabus bipustulatus,Agabus sturmii,0.612,0.2822
Arctocorisa germari,Sialis lutaria,0.218,0.5252
Callicorixa praeusta,Sialis lutaria,0.1989,0.5252
Corixa dentipes,Sialis lutaria,0.9669,0.5252
Corixa punctata,Sialis lutaria,0.9278,0.5252
Hesperocorixa linnei,Sialis lutaria,0.2064,0.5252
Hesperocorixa sahlbergi,Sialis lutaria,0.2141,0.5252
Hydroporus erythrocephalus,Sialis lutaria,0.0474,0.5252
Lumbriculus variegatus,Sialis lutaria,1.6127,0.5252
Agabus sturmii,Illybius fuliginosus,0.2822,0.65
Holocentropus picicornis,Illybius fuliginosus,0.1062,0.65
Chironomidae indet.,Limnephilus marmoratus,0.0382,0.8076
Chironomus dorsalis,Limnephilus marmoratus,0.1472,0.8076
Corynoneura scutellata,Limnephilus marmoratus,0.0086,0.8076
Enchytraidae sp.,Limnephilus marmoratus,0.0085,0.8076
Glyptotendipes pallens,Limnephilus marmoratus,0.0773,0.8076
Argyroneta aquatica,Sympetrum scoticum,0.2722,0.8435
Illybius fuliginosus,Sympetrum scoticum,0.65,0.8435
Enallagma cyathigerum,Notonecta glauca,0.0728,1.4396
Aeshna juncea,Dytiscus marginalis,2.7028,5.0192
