Prey,Predator,PreyMass,PredatorMass
Alona affinis,benthic detritus,3.2e-06,-999
Aphanothece sp.,benthic detritus,1.51e-10,-999
Bosmina longirostris,benthic detritus,1.55e-06,-999
Chroococcus limneticus,benthic detritus,1.53e-11,-999
Chroococcus sp.,benthic detritus,1.53e-11,-999
Coelosphaerium sp.,benthic detritus,7.29e-11,-999
Colletheca mutabilis,benthic detritus,3.21e-05,-999
Cryptomonas erosa,benthic detritus,4.75e-11,-999
Cryptomonas ovata,benthic detritus,4.75e-11,-999
Diaptomus minutus,benthic detritus,1.44e-05,-999
Diceras sp.,benthic detritus,8.86e-11,-999
Kelicottia bostoniensis,benthic detritus,2e-08,-999
Keratella taurocephala,benthic detritus,1e-08,-999
Mallomonas sp.,benthic detritus,5.65e-09,-999
Merismopedia punctata,benthic detritus,2.41e-11,-999
Mesocyclops edax,benthic detritus,1e-05,-999
Oocyctis sp.,benthic detritus,8.61e-08,-999
Polyarthra major,benthic detritus,8.55e-07,-999
Polyarthra remata,benthic detritus,1.99e-07,-999
Scenedesmus sp.,benthic detritus,1.61e-10,-999
Schroederia setigera,benthic detritus,6.37e-10,-999
Spondylosium planum,benthic detritus,8.72e-10,-999
Tetraedron minimum,benthic detritus,7.02e-10,-999
Tropocyclops prasinus,benthic detritus,6.85e-06,-999
fish eggs,benthic detritus,0.0201,-999
fish fry,benthic detritus,0.016,-999
Alona affinis,Chroococcus limneticus,3.2e-06,1.53e-11
Alona affinis,Chroococcus sp.,3.2e-06,1.53e-11
Aphanothece sp.,Chroococcus limneticus,1.51e-10,1.53e-11
Aphanothece sp.,Chroococcus sp.,1.51e-10,1.53e-11
Bosmina longirostris,Chroococcus sp.,1.55e-06,1.53e-11
Chroococcus limneticus,Chroococcus sp.,1.53e-11,1.53e-11
Chroococcus sp.,Chroococcus limneticus,1.53e-11,1.53e-11
Coelosphaerium sp.,Chroococcus limneticus,7.29e-11,1.53e-11
Coelosphaerium sp.,Chroococcus sp.,7.29e-11,1.53e-11
Cryptomonas erosa,Chroococcus limneticus,4.75e-11,1.53e-11
Cryptomonas ovata,Chroococcus sp.,4.75e-11,1.53e-11
Diaptomus minutus,Chroococcus limneticus,1.44e-05,1.53e-11
