Chaetocladius piger,Polypedilum nubeculosum,0.00017243,5.16e-05
Navicula pupula,Polypedilum nubeculosum,1.29e-08,5.16e-05
Synorthocladius semivirens,Polypedilum nubeculosum,0.000144423,5.16e-05
Tvetenia,Polypedilum nubeculosum,0.000152897,5.16e-05
Achnanthes lanceolata,Eukiefferiella claripennis,3.62e-09,9.3e-05
Cocconeis placentula,Eukiefferiella claripennis,1.49e-08,9.3e-05
Diatoma vulgaris,Eukiefferiella claripennis,6.01e-08,9.3e-05
Navicula seminulum,Eukiefferiella claripennis,1.29e-08,9.3e-05
Staurosirella pinnata,Eukiefferiella claripennis,2.07e-09,9.3e-05
Navicula pupula,Polypedilum convictum,1.29e-08,0.000118642
Nitzschia recta,Polypedilum convictum,2.02e-08,0.000118642
Navicula tripunctata,Synorthocladius semivirens,2.47e-08,0.000144423
Fragilaria fasciculata,Baetis scambus,3.87e-09,0.000149142
Melosira varians,Bezzia,6.41e-09,0.000150991
Navicula cryptonella,Bezzia,1.12e-08,0.000150991
Navicula goeppertiana,Bezzia,1.29e-08,0.000150991
Navicula lanceolata,Bezzia,3.66e-08,0.000150991
Fragilaria ulna,Tvetenia,5.25e-08,0.000152897
Achnanthes delicatula,Simulium equinum,4.41e-09,0.000167515
Achnanthes lanceolata,Simulium equinum,3.62e-09,0.000167515
Microtendipes pedellus,Simulium equinum,0.000565952,0.000167515
Nanocladius rectinervis,Simulium equinum,0.000115701,0.000167515
Prodiamesa olivacea,Simulium equinum,0.001700319,0.000167515
Navicula lanceolata phyllepta,Baetis rhodani,3.57e-09,0.00027139
Navicula menisculus,Baetis rhodani,3.19e-08,0.00027139
Heterotrissocladius marcidus,Clinocera,0.000226682,0.000344584
Polypedilum nubeculosum,Clinocera,5.16e-05,0.000344584
Heterotrissocladius marcidus,Heremodromia,0.000226682,0.000363193
Navicula tripunctata,Brillia longifurca,2.47e-08,0.000397291
Cocconeis neodiminuta,Polypedilum pedestre,6.86e-09,0.000417515
Cricotopus bicinctus,Polypedilum pedestre,0.000129092,0.000417515
Navicula goeppertiana,Polypedilum pedestre,1.29e-08,0.000417515
Nitzschia agnita,Polypedilum pedestre,6e-09,0.000417515
Nitzschia recta,Polypedilum pedestre,2.02e-08,0.000417515
Tvetenia,Serratella ignita,0.000152897,0.000469034
Achnanthes minutissima,Simulium intermedium,9.13e-10,0.000472497
Brillia modesta,Simulium intermedium,0.000276125,0.000472497
Microtendipes pedellus,Simulium intermedium,0.000565952,0.000472497
Nanocladius rectinervis,Simulium intermedium,0.000115701,0.000472497
Tanytarsini,Simulium intermedium,9.86e-05,0.000472497
Thienemannimyia,Simulium intermedium,0.000528527,0.000472497
Amphora inariensis,Thienemannimyia,1.16e-09,0.000528527
Amphora pediculus,Thienemannimyia,5.23e-10,0.000528527
Baetis scambus,Thienemannimyia,0.000149142,0.000528527
Brillia modesta,Thienemannimyia,0.000276125,0.000528527
Cocconeis pediculus,Thienemannimyia,4.51e-08,0.000528527
Microtendipes pedellus,Thienemannimyia,0.000565952,0.000528527
Navicula atomus,Thienemannimyia,1.29e-08,0.000528527
Navicula cryptonella,Thienemannimyia,1.12e-08,0.000528527
Navicula goeppertiana,Thienemannimyia,1.29e-08,0.000528527
Navicula pupula,Thienemannimyia,1.29e-08,0.000528527
Navicula radiosa,Thienemannimyia,1.29e-08,0.000528527
Navicula tripunctata,Thienemannimyia,2.47e-08,0.000528527
Nitzschia agnita,Thienemannimyia,6e-09,0.000528527
Nitzschia dissipata,Thienemannimyia,4.7e-10,0.000528527
Nitzschia heufleriana,Thienemannimyia,6e-09,0.000528527
Nitzschia palea,Thienemannimyia,5e-09,0.000528527
Nitzschia recta,Thienemannimyia,2.02e-08,0.000528527
Oligochaeta,Thienemannimyia,0.001613797,0.000528527
Polypedilum pedestre,Thienemannimyia,0.000417515,0.000528527
Tanytarsini,Thienemannimyia,9.86e-05,0.000528527
Brillia longifurca,Microtendipes pedellus,0.000397291,0.000565952
Encyonema silesiacum,Microtendipes pedellus,3.45e-09,0.000565952
Staurosirella pinnata,Microtendipes pedellus,2.07e-09,0.000565952
Navicula pupula,Athripsodes,1.29e-08,0.000575266
Navicula tripunctata,Athripsodes,2.47e-08,0.000575266
Nitzschia recta,Athripsodes,2.02e-08,0.000575266
Cocconeis neodiminuta,Antocha,6.86e-09,0.000631705
Navicula atomus,Antocha,1.29e-08,0.000631705
Navicula goeppertiana,Antocha,1.29e-08,0.000631705
Heterotrissocladius marcidus,Limnephilus lunatus,0.000226682,0.000670151
Diatoma vulgaris,Pisidium,6.01e-08,0.000889912
Baetis scambus,Apsectrotanypus trifascipennis,0.000149142,0.001134434
Baetis vernus,Apsectrotanypus trifascipennis,0.000329396,0.001134434
Elmis aenea,Apsectrotanypus trifascipennis,0.00016697,0.001134434
Gammarus pulex,Apsectrotanypus trifascipennis,0.004890172,0.001134434
Nanocladius rectinervis,Apsectrotanypus trifascipennis,0.000115701,0.001134434
Navicula menisculus,Apsectrotanypus trifascipennis,3.19e-08,0.001134434
Oligochaeta,Apsectrotanypus trifascipennis,0.001613797,0.001134434
Achnanthes minutissima,Lype reducta,9.13e-10,0.001283319
Fragilaria ulna,Lype reducta,5.25e-08,0.001283319
Pisidium,Rhyacophila dorsalis,0.000889912,0.001887711
Asellus aquaticus,Dendrocoelum lacteum,0.007152198,0.002000797
Baetis rhodani,Dendrocoelum lacteum,0.00027139,0.002000797
Fragilaria ulna,Ephemera danica,5.25e-08,0.003194018
Thienemannimyia,Gammarus pulex,0.000528527,0.004890172
Limnius volckmari,Hydropsyche siltalai,0.000167701,0.005897064
Limnius volckmari,Hydropsyche pellucidula,0.000167701,0.006422471
Tanytarsini,Hydropsyche pellucidula,9.86e-05,0.006422471
